expectimax,False,0:00:02.998832,0
expectimax,False,0:00:01.329500,0
expectimax,False,0:00:02.298971,0
expectimax,False,0:00:01.927848,0
expectimax,False,0:00:01.781000,0
expectimax,False,0:00:01.827623,0
expectimax,False,0:00:01.041009,0
expectimax,False,0:00:05.671217,0
expectimax,False,0:00:01.377978,-10
expectimax,False,0:00:00.636502,0
expectimax,False,0:00:01.963428,50
expectimax,False,0:00:04.894502,0
expectimax,False,0:00:01.567007,0
expectimax,False,0:00:01.608446,0
expectimax,False,0:00:04.093409,0
expectimax,False,0:00:04.846301,0
expectimax,False,0:00:02.385682,-10
expectimax,False,0:00:02.931500,0
expectimax,False,0:00:00.933498,50
expectimax,False,0:00:00.902974,0
expectimax,False,0:00:01.360475,0
expectimax,False,0:00:01.312525,50
expectimax,False,0:00:01.472500,50
expectimax,False,0:00:02.140026,-10
expectimax,False,0:00:02.858961,0
expectimax,False,0:00:02.103537,0
expectimax,False,0:00:02.418145,0
expectimax,False,0:00:01.403835,0
expectimax,False,0:00:02.000657,0
expectimax,False,0:00:00.966450,0
expectimax,False,0:00:00.851090,40
expectimax,False,0:00:01.731119,0
expectimax,False,0:00:03.486051,50
expectimax,False,0:00:02.040737,-10
expectimax,False,0:00:00.842360,0
expectimax,False,0:00:01.118215,0
expectimax,False,0:00:02.279181,-10
expectimax,False,0:00:03.426180,0
expectimax,False,0:00:00.885923,0
expectimax,False,0:00:01.943500,0
expectimax,False,0:00:03.032531,0
expectimax,False,0:00:01.467247,0
expectimax,False,0:00:01.527132,0
expectimax,False,0:00:00.819996,0
expectimax,False,0:00:02.424046,40
expectimax,False,0:00:01.004183,50
expectimax,False,0:00:01.214887,50
expectimax,False,0:00:00.840363,0
expectimax,False,0:00:01.220928,50
expectimax,False,0:00:02.526198,50
expectimax,False,0:00:01.520672,0
expectimax,False,0:00:02.450714,-10
expectimax,False,0:00:02.175871,0
expectimax,False,0:00:01.932495,0
expectimax,False,0:00:01.326799,0
expectimax,False,0:00:01.207977,-10
expectimax,False,0:00:04.660852,-10
expectimax,False,0:00:03.270820,50
expectimax,False,0:00:04.381634,0
expectimax,False,0:00:02.659543,0
expectimax,False,0:00:03.389770,0
expectimax,False,0:00:00.864828,0
expectimax,False,0:00:03.529897,0
expectimax,False,0:00:03.029018,0
expectimax,False,0:00:02.761098,0
expectimax,False,0:00:00.942487,0
expectimax,False,0:00:01.140880,0
expectimax,False,0:00:01.589212,0
expectimax,False,0:00:01.021618,-10
expectimax,False,0:00:04.294522,-10
expectimax,False,0:00:00.687002,0
expectimax,False,0:00:03.687561,0
expectimax,False,0:00:01.705499,0
expectimax,False,0:00:02.348910,0
expectimax,False,0:00:01.648483,0
expectimax,False,0:00:02.817316,0
expectimax,False,0:00:03.635977,0
expectimax,False,0:00:01.068441,0
expectimax,False,0:00:03.168096,0
expectimax,False,0:00:03.909968,0
expectimax,False,0:00:03.585710,0
expectimax,False,0:00:01.480843,0
expectimax,False,0:00:00.528497,0
expectimax,False,0:00:02.973283,0
expectimax,False,0:00:01.714423,0
expectimax,False,0:00:01.353515,50
expectimax,False,0:00:04.034099,0
expectimax,False,0:00:03.866174,0
expectimax,False,0:00:01.273000,0
expectimax,False,0:00:02.043709,0
expectimax,False,0:00:05.047146,0
expectimax,False,0:00:02.271276,0
expectimax,False,0:00:00.887669,0
expectimax,False,0:00:01.089850,-10
expectimax,False,0:00:00.963222,0
expectimax,False,0:00:00.803057,0
expectimax,False,0:00:02.728166,-10
expectimax,False,0:00:01.962086,0
expectimax,False,0:00:03.204031,-10
expectimax,False,0:00:03.508321,0
expectimax,False,0:00:03.624971,0
expectimax,False,0:00:02.428392,0
expectimax,False,0:00:04.090505,-10
expectimax,False,0:00:01.852247,0
expectimax,False,0:00:08.197953,-10
expectimax,False,0:00:05.089347,0
expectimax,False,0:00:03.719514,0
expectimax,False,0:00:03.524588,0
expectimax,False,0:00:01.174724,0
expectimax,False,0:00:00.881964,0
expectimax,False,0:00:00.791502,50
expectimax,False,0:00:02.600009,0
expectimax,False,0:00:03.892467,0
expectimax,False,0:00:03.992385,0
expectimax,False,0:00:01.675442,0
expectimax,False,0:00:03.446830,0
expectimax,False,0:00:01.117912,0
expectimax,False,0:00:03.200865,-10
expectimax,False,0:00:03.352223,-10
expectimax,False,0:00:01.511500,0
expectimax,False,0:00:02.831064,0
expectimax,False,0:00:07.089250,0
expectimax,False,0:00:02.567565,0
expectimax,False,0:00:02.438892,0
expectimax,False,0:00:03.102882,0
expectimax,False,0:00:01.058002,50
expectimax,False,0:00:03.524031,0
expectimax,False,0:00:00.905050,-10
expectimax,False,0:00:01.225750,0
expectimax,False,0:00:01.257473,0
expectimax,False,0:00:02.034051,0
expectimax,False,0:00:02.040048,50
expectimax,False,0:00:01.245976,50
expectimax,False,0:00:02.723868,0
expectimax,False,0:00:02.967044,0
expectimax,False,0:00:01.279999,0
expectimax,False,0:00:01.892481,0
expectimax,False,0:00:02.562820,0
expectimax,False,0:00:02.118531,0
expectimax,False,0:00:01.278496,50
expectimax,False,0:00:01.394487,50
expectimax,False,0:00:02.873050,-10
expectimax,False,0:00:02.015498,0
expectimax,False,0:00:00.933166,0
expectimax,False,0:00:02.560230,0
expectimax,False,0:00:03.359938,0
expectimax,False,0:00:01.295474,50
expectimax,False,0:00:01.319530,-10
expectimax,False,0:00:01.704409,0
expectimax,False,0:00:03.183998,0
expectimax,False,0:00:01.910057,50
expectimax,False,0:00:02.900862,-10
expectimax,False,0:00:02.077514,0
expectimax,False,0:00:01.467521,-10
expectimax,False,0:00:02.960164,0
expectimax,False,0:00:02.894691,0
expectimax,False,0:00:01.270270,-10
expectimax,False,0:00:01.544225,50
expectimax,False,0:00:01.939265,50
expectimax,False,0:00:00.979073,-10
expectimax,False,0:00:02.056942,50
expectimax,False,0:00:01.808721,0
expectimax,False,0:00:01.361155,40
expectimax,False,0:00:01.267278,-10
expectimax,False,0:00:01.949240,0
expectimax,False,0:00:02.130376,0
expectimax,False,0:00:03.435855,-10
expectimax,False,0:00:03.215573,-10
expectimax,False,0:00:02.926626,0
expectimax,False,0:00:01.548001,-10
expectimax,False,0:00:01.655381,-10
expectimax,False,0:00:03.139831,-10
expectimax,False,0:00:03.030844,0
expectimax,False,0:00:03.045697,0
expectimax,False,0:00:03.692572,0
expectimax,False,0:00:03.188172,0
expectimax,False,0:00:01.915004,0
expectimax,False,0:00:04.539069,0
expectimax,False,0:00:01.838474,-10
expectimax,False,0:00:02.603626,0
expectimax,False,0:00:02.471569,0
expectimax,False,0:00:03.030459,0
expectimax,False,0:00:03.330756,0
expectimax,False,0:00:02.006314,0
expectimax,False,0:00:04.649884,0
expectimax,False,0:00:01.682834,-10
expectimax,False,0:00:05.739910,0
expectimax,False,0:00:07.423295,0
expectimax,False,0:00:02.376510,-10
expectimax,False,0:00:01.264495,0
expectimax,False,0:00:01.276469,0
expectimax,False,0:00:00.830467,0
expectimax,False,0:00:04.191726,0
expectimax,False,0:00:02.173295,0
expectimax,False,0:00:02.922495,40
expectimax,False,0:00:02.730502,40
expectimax,False,0:00:02.463101,0
expectimax,False,0:00:01.242025,0
expectimax,False,0:00:01.738462,0
expectimax,False,0:00:02.309461,-30
expectimax,False,0:00:01.895589,0
expectimax,False,0:00:00.899408,0
expectimax,False,0:00:02.035792,0
expectimax,False,0:00:00.997150,50
expectimax,False,0:00:03.558237,0
expectimax,False,0:00:01.641944,-30
expectimax,False,0:00:04.327623,0
expectimax,False,0:00:01.849174,0
expectimax,False,0:00:01.050499,0
expectimax,False,0:00:02.277419,-30
expectimax,False,0:00:01.252515,-30
expectimax,False,0:00:01.039027,50
expectimax,False,0:00:04.642065,0
expectimax,False,0:00:01.053014,0
expectimax,False,0:00:01.974744,0
expectimax,False,0:00:04.283496,-30
expectimax,False,0:00:02.651501,-30
expectimax,False,0:00:03.362000,0
